listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/28/date,listingPriceHistory/28/event,listingPriceHistory/29/date,listingPriceHistory/29/event
"1309 W 11th St, North Little Rock, AR 72114",1309 W 11th St,North Little Rock,AR,,forRent,3,1032,,995,22,https://www.zillow.com/homedetails/1309-W-11th-St-North-Little-Rock-AR-72114/304533_zpid/,,10000,2026-08-27T00:00:00.000Z,Listed for rent,2026-02-09T00:00:00.000Z,Listing removed,2026-01-26T00:00:00.000Z,Listed for rent,2018-11-30T00:00:00.000Z,Sold,2014-03-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Dawn Ct, Little Rock, AR 72209",13 Dawn Ct,Little Rock,AR,,forRent,3,1435,,1295,66,https://www.zillow.com/homedetails/13-Dawn-Ct-Little-Rock-AR-72209/361799_zpid/,,50000,2026-09-10T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2024-07-15T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Price change,2024-05-17T00:00:00.000Z,Listed for rent,2022-12-15T00:00:00.000Z,Sold,2022-09-23T00:00:00.000Z,Sold,2015-12-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"820 N Shackleford Rd, Little Rock, AR 72211",820 N Shackleford Rd,Little Rock,AR,,forRent,3,1700,,1800,84,https://www.zillow.com/homedetails/820-N-Shackleford-Rd-Little-Rock-AR-72211/339681_zpid/,,51500,2026-06-26T00:00:00.000Z,Listed for rent,2026-02-01T00:00:00.000Z,Listing removed,2026-01-01T00:00:00.000Z,Listed for rent,2025-08-13T00:00:00.000Z,Listing removed,2025-08-08T00:00:00.000Z,Listed for rent,2025-07-25T00:00:00.000Z,Listing removed,2025-07-08T00:00:00.000Z,Price change,2025-05-12T00:00:00.000Z,Listed for rent,2015-08-21T00:00:00.000Z,Sold,2012-01-17T00:00:00.000Z,Sold,2009-09-10T00:00:00.000Z,Listing removed,2009-07-11T00:00:00.000Z,Listed for sale,2002-01-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"408 E Trickey Ln, Jacksonville, AR 72076",408 E Trickey Ln,Jacksonville,AR,,forRent,3,1378,,1195,2,https://www.zillow.com/homedetails/408-E-Trickey-Ln-Jacksonville-AR-72076/267116_zpid/,,45000,2026-09-16T00:00:00.000Z,Listed for rent,2026-03-13T00:00:00.000Z,Listing removed,2025-12-19T00:00:00.000Z,Listed for rent,2022-04-07T00:00:00.000Z,Listing removed,2022-03-25T00:00:00.000Z,Listed for rent,2020-05-27T00:00:00.000Z,Sold,2020-05-12T00:00:00.000Z,Listed for sale,2013-10-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"917 Jefferson St, Little Rock, AR 72204",917 Jefferson St,Little Rock,AR,,forRent,3,1212,,1195,16,https://www.zillow.com/homedetails/917-Jefferson-St-Little-Rock-AR-72204/310772_zpid/,,90000,2026-09-02T00:00:00.000Z,Listed for rent,2025-11-13T00:00:00.000Z,Listing removed,2025-11-12T00:00:00.000Z,Price change,2025-10-27T00:00:00.000Z,Price change,2025-09-11T00:00:00.000Z,Listed for rent,2013-07-17T00:00:00.000Z,Sold,2006-06-06T00:00:00.000Z,Sold,2004-05-19T00:00:00.000Z,Sold,2003-06-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3107 Alameda Dr, Little Rock, AR 72204",3107 Alameda Dr,Little Rock,AR,,forRent,3,1042,,1095,7,https://www.zillow.com/homedetails/3107-Alameda-Dr-Little-Rock-AR-72204/351489_zpid/,,80000,2026-09-11T00:00:00.000Z,Listed for rent,2026-08-03T00:00:00.000Z,Listing removed,2026-06-25T00:00:00.000Z,Price change,2026-06-19T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for rent,2026-04-23T00:00:00.000Z,Listing removed,2026-03-13T00:00:00.000Z,Listed for rent,2026-01-22T00:00:00.000Z,Sold,2025-12-18T00:00:00.000Z,Listed for sale,2015-10-27T00:00:00.000Z,Sold,2010-02-16T00:00:00.000Z,Sold,1998-10-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4304 Ludwig St, Little Rock, AR 72204",4304 Ludwig St,Little Rock,AR,,forRent,3,800,,895,14,https://www.zillow.com/homedetails/4304-Ludwig-St-Little-Rock-AR-72204/352937_zpid/,,47000,2026-09-04T00:00:00.000Z,Listed for rent,2023-03-06T00:00:00.000Z,Listing removed,2023-03-02T00:00:00.000Z,Listed for rent,2022-02-03T00:00:00.000Z,Listing removed,2022-01-26T00:00:00.000Z,Listed for rent,2021-05-20T00:00:00.000Z,Sold,2021-05-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5129 W 10th St, Little Rock, AR 72204",5129 W 10th St,Little Rock,AR,,forRent,3,1610,,1295,118,https://www.zillow.com/homedetails/5129-W-10th-St-Little-Rock-AR-72204/310859_zpid/,,102900,2026-05-23T00:00:00.000Z,Listed for rent,2021-04-07T00:00:00.000Z,Sold,2020-05-21T00:00:00.000Z,Sold,2013-02-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 Cameronwood Ln, Little Rock, AR 72223",14 Cameronwood Ln,Little Rock,AR,,forRent,3,3221,,2950,11,https://www.zillow.com/homedetails/14-Cameronwood-Ln-Little-Rock-AR-72223/363371_zpid/,,380000,2026-09-07T00:00:00.000Z,Listed for rent,2023-09-24T00:00:00.000Z,Listing removed,2021-09-23T00:00:00.000Z,Sold,2021-07-19T00:00:00.000Z,Listing removed,2021-07-11T00:00:00.000Z,Price change,2021-07-06T00:00:00.000Z,Listed for rent,2021-05-06T00:00:00.000Z,Listing removed,2021-02-03T00:00:00.000Z,Price change,2021-01-04T00:00:00.000Z,Price change,2020-11-11T00:00:00.000Z,Listed for sale,2016-02-08T00:00:00.000Z,Sold,2003-06-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5004 S Woodland Dr, North Little Rock, AR 72117",5004 S Woodland Dr,North Little Rock,AR,,forRent,3,912,,1000,8,https://www.zillow.com/homedetails/5004-S-Woodland-Dr-North-Little-Rock-AR-72117/2054901316_zpid/,,82000,2026-09-10T00:00:00.000Z,Listed for rent,2025-03-07T00:00:00.000Z,Listing removed,2025-03-05T00:00:00.000Z,Listed for rent,2025-03-04T00:00:00.000Z,Listing removed,2024-12-02T00:00:00.000Z,Listed for rent,2021-11-19T00:00:00.000Z,Sold,2021-10-06T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52 Pinedale Cir, Mabelvale, AR 72103",52 Pinedale Cir,Mabelvale,AR,,forRent,3,1200,,1395,1,https://www.zillow.com/homedetails/52-Pinedale-Cir-Mabelvale-AR-72103/359845_zpid/,,2075000,2026-09-17T00:00:00.000Z,Listed for rent,2017-01-31T00:00:00.000Z,Listing removed,2017-01-27T00:00:00.000Z,Listed for rent,2015-12-31T00:00:00.000Z,Sold,2013-10-28T00:00:00.000Z,Sold,2013-06-22T00:00:00.000Z,Price change,2013-05-23T00:00:00.000Z,Price change,2013-02-26T00:00:00.000Z,Price change,2013-02-15T00:00:00.000Z,Price change,2012-11-21T00:00:00.000Z,Listed for sale,2012-09-26T00:00:00.000Z,Sold,2012-08-09T00:00:00.000Z,Pending sale,2012-02-16T00:00:00.000Z,Price change,2012-01-26T00:00:00.000Z,Price change,2011-10-02T00:00:00.000Z,Listed for sale,2011-08-02T00:00:00.000Z,Listing removed,2011-06-18T00:00:00.000Z,Price change,2011-06-10T00:00:00.000Z,Price change,2011-06-04T00:00:00.000Z,Price change,2011-05-21T00:00:00.000Z,Price change,2011-05-11T00:00:00.000Z,Price change,2011-01-31T00:00:00.000Z,Price change,2011-01-15T00:00:00.000Z,Price change,2011-01-10T00:00:00.000Z,Listed for sale,2010-08-20T00:00:00.000Z,Listing removed,2010-05-29T00:00:00.000Z,Listed for sale,2002-10-21T00:00:00.000Z,Sold,,,,,,
"711 Shea Dr, Little Rock, AR 72205",711 Shea Dr,Little Rock,AR,,forRent,3,2240,,2250,17,https://www.zillow.com/homedetails/711-Shea-Dr-Little-Rock-AR-72205/341650_zpid/,,235000,2026-09-01T00:00:00.000Z,Listed for rent,2020-09-18T00:00:00.000Z,Sold,2020-08-14T00:00:00.000Z,Listed for sale,2015-09-25T00:00:00.000Z,Sold,2006-08-16T00:00:00.000Z,Sold,1997-02-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1212 W 21st St, Little Rock, AR 72206",1212 W 21st St,Little Rock,AR,,forRent,4,1223,,1595,17,https://www.zillow.com/homedetails/1212-W-21st-St-Little-Rock-AR-72206/99334821_zpid/,,150,2026-09-01T00:00:00.000Z,Listed for rent,2023-05-23T00:00:00.000Z,Listing removed,2023-02-22T00:00:00.000Z,Listed for sale,2021-10-12T00:00:00.000Z,Listing removed,2021-07-14T00:00:00.000Z,Listed for sale,2018-02-05T00:00:00.000Z,Sold,2006-11-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"133 Montana Cir, Jacksonville, AR 72076",133 Montana Cir,Jacksonville,AR,,forRent,4,1391,,1419,36,https://www.zillow.com/homedetails/133-Montana-Cir-Jacksonville-AR-72076/464518019_zpid/,,,2026-08-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1704 Landershire Ln, North Little Rock, AR 72120",1704 Landershire Ln,North Little Rock,AR,,forRent,3,1530,,1650,8,https://www.zillow.com/homedetails/1704-Landershire-Ln-North-Little-Rock-AR-72120/124732122_zpid/,,167900,2026-09-10T00:00:00.000Z,Listed for rent,2022-12-01T00:00:00.000Z,Listing removed,2022-11-08T00:00:00.000Z,Price change,2022-10-18T00:00:00.000Z,Price change,2022-08-31T00:00:00.000Z,Listed for rent,2019-08-27T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34 Brookridge Dr, Little Rock, AR 72205",34 Brookridge Dr,Little Rock,AR,,forRent,3,1842,,1795,73,https://www.zillow.com/homedetails/34-Brookridge-Dr-Little-Rock-AR-72205/345730_zpid/,,162800,2026-09-17T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Listed for rent,2024-10-14T00:00:00.000Z,Listing removed,2024-10-10T00:00:00.000Z,Listed for rent,2024-10-09T00:00:00.000Z,Listing removed,2024-09-23T00:00:00.000Z,Listed for rent,2022-02-23T00:00:00.000Z,Listing removed,2022-01-28T00:00:00.000Z,Price change,2021-11-29T00:00:00.000Z,Listed for rent,2021-10-27T00:00:00.000Z,Sold,2021-10-02T00:00:00.000Z,Price change,2021-09-30T00:00:00.000Z,Listed for sale,2017-11-17T00:00:00.000Z,Sold,2017-09-29T00:00:00.000Z,Price change,2017-08-04T00:00:00.000Z,Listed for sale,2016-11-09T00:00:00.000Z,Sold,2015-08-14T00:00:00.000Z,Sold,2009-06-05T00:00:00.000Z,Sold,1998-12-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"1801 W Long 17th St, North Little Rock, AR 72114",1801 W Long 17th St,North Little Rock,AR,,forRent,3,988,,900,100,https://www.zillow.com/homedetails/1801-W-Long-17th-St-North-Little-Rock-AR-72114/303359_zpid/,,35000,2026-07-29T00:00:00.000Z,Price change,2026-06-10T00:00:00.000Z,Listed for rent,2026-05-01T00:00:00.000Z,Listing removed,2026-01-14T00:00:00.000Z,Listed for sale,2026-01-14T00:00:00.000Z,Listing removed,2025-10-24T00:00:00.000Z,Price change,2025-10-10T00:00:00.000Z,Price change,2025-09-10T00:00:00.000Z,Price change,2025-08-25T00:00:00.000Z,Listed for sale,2024-05-13T00:00:00.000Z,Listing removed,2024-04-05T00:00:00.000Z,Listed for rent,2024-04-04T00:00:00.000Z,Listing removed,2024-02-05T00:00:00.000Z,Listed for rent,2024-01-16T00:00:00.000Z,Listing removed,2023-12-14T00:00:00.000Z,Listed for sale,2023-08-01T00:00:00.000Z,Sold,2015-06-15T00:00:00.000Z,Listing removed,2015-02-15T00:00:00.000Z,Listed for sale,2014-03-18T00:00:00.000Z,Sold,2000-07-20T00:00:00.000Z,Sold,1999-06-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,
"1313 Franklin St, North Little Rock, AR 72114",1313 Franklin St,North Little Rock,AR,,forRent,4,1422,,1595,29,https://www.zillow.com/homedetails/1313-Franklin-St-North-Little-Rock-AR-72114/304355_zpid/,,6000,2026-08-20T00:00:00.000Z,Listed for rent,2025-10-29T00:00:00.000Z,Sold,2025-10-24T00:00:00.000Z,Contingent,2025-10-09T00:00:00.000Z,Listed for sale,2018-04-14T00:00:00.000Z,Listing removed,2018-03-29T00:00:00.000Z,Listed for rent,2015-03-11T00:00:00.000Z,Listing removed,2014-07-17T00:00:00.000Z,Sold,2014-07-11T00:00:00.000Z,Listed for sale,2000-06-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9418 Crofton Dr, Little Rock, AR 72209",9418 Crofton Dr,Little Rock,AR,,forRent,3,1152,,1250,14,https://www.zillow.com/homedetails/9418-Crofton-Dr-Little-Rock-AR-72209/359243_zpid/,,248000,2026-09-04T00:00:00.000Z,Listed for rent,2016-01-11T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"522 W 15th St, North Little Rock, AR 72114",522 W 15th St,North Little Rock,AR,,forRent,4,1157,,1595,9,https://www.zillow.com/homedetails/522-W-15th-St-North-Little-Rock-AR-72114/302372_zpid/,,149900,2026-09-09T00:00:00.000Z,Listed for rent,2014-11-07T00:00:00.000Z,Sold,2012-01-31T00:00:00.000Z,Listing removed,2011-08-06T00:00:00.000Z,Price change,2011-07-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4602 W 29th St, Little Rock, AR 72204",4602 W 29th St,Little Rock,AR,,forRent,3,1174,,1095,4,https://www.zillow.com/homedetails/4602-W-29th-St-Little-Rock-AR-72204/180212970_zpid/,,6900,2026-09-14T00:00:00.000Z,Listed for rent,2026-05-24T00:00:00.000Z,Listing removed,2026-05-21T00:00:00.000Z,Listed for rent,2025-03-20T00:00:00.000Z,Listing removed,2025-01-27T00:00:00.000Z,Listed for rent,2024-03-12T00:00:00.000Z,Listing removed,2024-02-28T00:00:00.000Z,Price change,2023-12-29T00:00:00.000Z,Listed for rent,2019-10-09T00:00:00.000Z,Listing removed,2019-09-06T00:00:00.000Z,Price change,2019-08-29T00:00:00.000Z,Listed for rent,2019-05-06T00:00:00.000Z,Sold,2014-10-22T00:00:00.000Z,Sold,2014-09-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2223 S Maple St, Little Rock, AR 72204",2223 S Maple St,Little Rock,AR,,forRent,4,1223,,1495,22,https://www.zillow.com/homedetails/2223-S-Maple-St-Little-Rock-AR-72204/463521604_zpid/,,,2026-08-27T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Price change,2026-06-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 Rosemont Dr, Little Rock, AR 72204",11 Rosemont Dr,Little Rock,AR,,forRent,4,2077,,1975,115,https://www.zillow.com/homedetails/11-Rosemont-Dr-Little-Rock-AR-72204/350773_zpid/,,69000,2026-07-17T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Price change,2026-05-26T00:00:00.000Z,Listed for rent,2025-04-10T00:00:00.000Z,Listing removed,2025-03-21T00:00:00.000Z,Price change,2025-02-19T00:00:00.000Z,Listed for rent,2023-04-13T00:00:00.000Z,Sold,2023-03-24T00:00:00.000Z,Contingent,2023-03-09T00:00:00.000Z,Listed for sale,2021-12-08T00:00:00.000Z,Sold,2015-02-20T00:00:00.000Z,Listing removed,2014-10-30T00:00:00.000Z,Price change,2014-10-22T00:00:00.000Z,Price change,2014-10-01T00:00:00.000Z,Price change,2014-09-19T00:00:00.000Z,Listed for sale,2007-04-04T00:00:00.000Z,Sold,2006-06-30T00:00:00.000Z,Sold,2001-04-02T00:00:00.000Z,Sold,2000-07-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
