listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"203 Logan Dr, Maumelle, AR 72113",203 Logan Dr,,3,1472,,1835,34,https://www.zillow.com/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/,,,2026-08-05T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-08-27T00:00:00.000Z,Listing removed,2024-08-01T00:00:00.000Z,Listed for rent,2023-06-19T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10 Harvest Ln, Conway, AR 72032",10 Harvest Ln,,3,1288,,1495,16,https://www.zillow.com/homedetails/10-Harvest-Ln-Conway-AR-72032/338960356_zpid/,,,2026-08-18T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-09-25T00:00:00.000Z,Listed for rent,2022-09-22T00:00:00.000Z,Listing removed,2022-08-25T00:00:00.000Z,Price change,2022-08-03T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2007 Arkansas Ave, Conway, AR 72034",2007 Arkansas Ave,,3,1301,,1495,2,https://www.zillow.com/homedetails/2007-Arkansas-Ave-Conway-AR-72034/234341_zpid/,,90000,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-26T00:00:00.000Z,Sold,2026-08-25T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Listed for sale,2026-05-19T00:00:00.000Z,Listing removed,2026-04-17T00:00:00.000Z,Price change,2026-03-09T00:00:00.000Z,Price change,2025-11-18T00:00:00.000Z,Listed for sale,2015-02-18T00:00:00.000Z,Sold,2012-05-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"154 Roman Heights Ave, Alexander, AR 72002",154 Roman Heights Ave,,,,,,,https://www.zillow.com/b/154-roman-heights-ave-alexander-ar-Cdzchh/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"106 10th Ave SE, Hickory, NC 28602",106 10th Ave SE,,3,1333,,1595,79,https://www.zillow.com/homedetails/106-10th-Ave-SE-Hickory-NC-28602/463282226_zpid/,,,2026-06-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1219 N Parker Haskell St, Benton, AR 72015",1219 N Parker Haskell St,,3,1680,,1400,56,https://www.zillow.com/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,,35564,2026-08-31T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2025-12-12T00:00:00.000Z,Listing removed,2025-11-20T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Listing removed,2025-05-04T00:00:00.000Z,Listing removed,2025-04-22T00:00:00.000Z,Price change,2025-04-13T00:00:00.000Z,Listed for rent,2025-03-03T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Price change,2025-02-02T00:00:00.000Z,Listed for sale,2023-09-17T00:00:00.000Z,Listing removed,2023-09-03T00:00:00.000Z,Listed for rent,2023-08-29T00:00:00.000Z,Listing removed,2023-06-16T00:00:00.000Z,Listed for sale,2023-04-17T00:00:00.000Z,Listing removed,2023-03-05T00:00:00.000Z,Price change,2023-02-01T00:00:00.000Z,Listed for sale,2022-05-23T00:00:00.000Z,Listing removed,2022-04-30T00:00:00.000Z,Listed for sale,2022-04-28T00:00:00.000Z,Contingent,2022-04-27T00:00:00.000Z,Price change,2022-03-26T00:00:00.000Z,Listed for sale,2016-02-18T00:00:00.000Z,Sold,2015-09-02T00:00:00.000Z,Sold,2009-08-13T00:00:00.000Z,Sold,2008-05-06T00:00:00.000Z,Sold
"60 Parkview Dr, Cabot, AR 72023",60 Parkview Dr,,3,1475,,1375,29,https://www.zillow.com/homedetails/60-Parkview-Dr-Cabot-AR-72023/255734_zpid/,,135000,2026-08-05T00:00:00.000Z,Listed for rent,2025-06-11T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-06-09T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent,2023-04-19T00:00:00.000Z,Listing removed,2023-04-06T00:00:00.000Z,Listed for rent,2022-08-24T00:00:00.000Z,Listing removed,2022-08-03T00:00:00.000Z,Listed for rent,2022-06-28T00:00:00.000Z,Sold,2017-04-01T00:00:00.000Z,Listing removed,2017-02-26T00:00:00.000Z,Listed for rent,2013-07-08T00:00:00.000Z,Sold,2010-01-05T00:00:00.000Z,Sold,2009-01-20T00:00:00.000Z,Listing removed,2008-09-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,
"509 E Elm St, Cabot, AR 72023",509 E Elm St,,3,1056,,1450,56,https://www.zillow.com/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,,185000,2026-08-20T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2026-07-09T00:00:00.000Z,Listing removed,2026-05-02T00:00:00.000Z,Listed for rent,2026-04-16T00:00:00.000Z,Listing removed,2026-02-18T00:00:00.000Z,Price change,2026-02-04T00:00:00.000Z,Listed for rent,2023-04-10T00:00:00.000Z,Sold,2023-01-19T00:00:00.000Z,Listing removed,2023-01-18T00:00:00.000Z,Listed for rent,2023-01-06T00:00:00.000Z,Listing removed,2022-10-26T00:00:00.000Z,Listed for sale,2021-05-28T00:00:00.000Z,Sold,2015-07-27T00:00:00.000Z,Sold,2012-10-07T00:00:00.000Z,Listing removed,2012-09-20T00:00:00.000Z,Price change,2012-06-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,
"14095 Magnolia Glen Dr, Alexander, AR 72002",14095 Magnolia Glen Dr,,3,1228,,1530,2,https://www.zillow.com/homedetails/14095-Magnolia-Glen-Dr-Alexander-AR-72002/88906053_zpid/,,119500,2026-09-01T00:00:00.000Z,Listed for rent,2020-12-08T00:00:00.000Z,Listing removed,2020-12-02T00:00:00.000Z,Listed for rent,2016-09-27T00:00:00.000Z,Sold,2016-06-29T00:00:00.000Z,Price change,2016-06-06T00:00:00.000Z,Listed for sale,2015-07-08T00:00:00.000Z,Listing removed,2015-06-13T00:00:00.000Z,Listed for rent,2014-07-19T00:00:00.000Z,Listing removed,2014-06-20T00:00:00.000Z,Listed for rent,2013-07-17T00:00:00.000Z,Listing removed,2013-07-03T00:00:00.000Z,Price change,2013-06-14T00:00:00.000Z,Price change,2013-05-17T00:00:00.000Z,Listed for rent,2009-11-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"5719 Heritage Heights Dr, Benton, AR 72019",5719 Heritage Heights Dr,,4,1650,,1800,20,https://www.zillow.com/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,,22000,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-01T00:00:00.000Z,Listing removed,2025-03-06T00:00:00.000Z,Listed for rent,2023-10-30T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2022-10-27T00:00:00.000Z,Listing removed,2022-09-26T00:00:00.000Z,Price change,2022-08-22T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-08-04T00:00:00.000Z,Listing removed,2018-07-30T00:00:00.000Z,Listed for rent,2017-02-19T00:00:00.000Z,Listing removed,2017-02-06T00:00:00.000Z,Listed for rent,2016-10-28T00:00:00.000Z,Listing removed,2014-04-08T00:00:00.000Z,Listing removed,2014-03-29T00:00:00.000Z,Listed for rent,2013-01-05T00:00:00.000Z,Listing removed,2012-10-26T00:00:00.000Z,Listed for sale,2012-10-26T00:00:00.000Z,Listing removed,2012-10-07T00:00:00.000Z,Listed for rent,2010-03-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,
"3802 Pinecrest Ln, Maumelle, AR 72113",3802 Pinecrest Ln,,4,2435,,2700,0,https://www.zillow.com/homedetails/3802-Pinecrest-Ln-Maumelle-AR-72113/465038347_zpid/,,,2026-09-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10505 Cypress Knee Dr, North Little Rock, AR 72113",10505 Cypress Knee Dr,,3,1678,,1850,9,https://www.zillow.com/homedetails/10505-Cypress-Knee-Dr-North-Little-Rock-AR-72113/2061799089_zpid/,,233425,2026-08-25T00:00:00.000Z,Listed for rent,2023-02-28T00:00:00.000Z,Sold,2023-01-21T00:00:00.000Z,Contingent,2022-12-27T00:00:00.000Z,Price change,2022-11-23T00:00:00.000Z,Listed for sale,2022-09-07T00:00:00.000Z,Listing removed,2022-08-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"170 Bighorn Trl, Maumelle, AR 72113",170 Bighorn Trl,,3,1382,,1850,12,https://www.zillow.com/homedetails/170-Bighorn-Trl-Maumelle-AR-72113/461017693_zpid/,,,2026-08-22T00:00:00.000Z,Listed for rent,2026-08-22T00:00:00.000Z,Listing removed,2026-08-19T00:00:00.000Z,Listing removed,2026-07-11T00:00:00.000Z,Listed for rent,2026-06-24T00:00:00.000Z,Contingent,2026-03-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"144 Jonathan Dr, Maumelle, AR 72113",144 Jonathan Dr,,3,1402,,1800,32,https://www.zillow.com/homedetails/144-Jonathan-Dr-Maumelle-AR-72113/462538135_zpid/,,225150,2026-08-23T00:00:00.000Z,Price change,2026-08-02T00:00:00.000Z,Listed for rent,2026-07-31T00:00:00.000Z,Sold,2026-07-06T00:00:00.000Z,Contingent,2026-06-17T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8616 Eastwood Creek Dr, North Little Rock, AR 72113",8616 Eastwood Creek Dr,,3,1722,,1950,14,https://www.zillow.com/homedetails/8616-Eastwood-Creek-Dr-North-Little-Rock-AR-72113/2059022685_zpid/,,246600,2026-08-20T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-08-08T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2023-06-12T00:00:00.000Z,Sold,2023-05-02T00:00:00.000Z,Contingent,2023-03-02T00:00:00.000Z,Listed for sale,2023-03-01T00:00:00.000Z,Contingent,2023-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70 Nona Ruth Ln, Cabot, AR 72023",70 Nona Ruth Ln,,3,1612,,1575,3,https://www.zillow.com/homedetails/70-Nona-Ruth-Ln-Cabot-AR-72023/461972683_zpid/,,214900,2026-08-31T00:00:00.000Z,Listed for rent,2026-08-27T00:00:00.000Z,Sold,2026-05-29T00:00:00.000Z,Contingent,2026-04-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70 Kinley Brook Ln, Cabot, AR 72023",70 Kinley Brook Ln,,3,1012,,1595,24,https://www.zillow.com/homedetails/70-Kinley-Brook-Ln-Cabot-AR-72023/2055560788_zpid/,,175775,2026-08-11T00:00:00.000Z,Listed for rent,2024-06-17T00:00:00.000Z,Listing removed,2024-05-22T00:00:00.000Z,Price change,2024-03-06T00:00:00.000Z,Listed for rent,2024-02-27T00:00:00.000Z,Sold,2024-02-17T00:00:00.000Z,Contingent,2023-12-26T00:00:00.000Z,Price change,2023-11-15T00:00:00.000Z,Price change,2023-09-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55 Maddison Rachael, Cabot, AR 72023",55 Maddison Rachael,,4,1459,,1475,34,https://www.zillow.com/homedetails/55-Maddison-Rachael-Cabot-AR-72023/461972684_zpid/,,212900,2026-08-27T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2026-06-01T00:00:00.000Z,Contingent,2026-04-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50 Swayze Rhys Ln, Cabot, AR 72023",50 Swayze Rhys Ln,,4,1652,,1700,20,https://www.zillow.com/homedetails/50-Swayze-Rhys-Ln-Cabot-AR-72023/350308169_zpid/,,217825,2026-08-19T00:00:00.000Z,Price change,2026-08-15T00:00:00.000Z,Listed for rent,2026-08-15T00:00:00.000Z,Listing removed,2026-08-08T00:00:00.000Z,Price change,2026-06-16T00:00:00.000Z,Listed for sale,2024-08-29T00:00:00.000Z,Sold,2024-05-31T00:00:00.000Z,Listing removed,2024-05-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35 Foster Louis Ln, Cabot, AR 72023",35 Foster Louis Ln,,3,1234,,1455,6,https://www.zillow.com/homedetails/35-Foster-Louis-Ln-Cabot-AR-72023/349183675_zpid/,,,2026-08-28T00:00:00.000Z,Listed for rent,2024-08-07T00:00:00.000Z,Listing removed,2024-08-06T00:00:00.000Z,Listed for rent,2024-08-06T00:00:00.000Z,Listing removed,2024-05-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95 Maddison Rachael, Cabot, AR 72023",95 Maddison Rachael,,4,1699,,1595,3,https://www.zillow.com/homedetails/95-Maddison-Rachael-Cabot-AR-72023/464465994_zpid/,,220900,2026-08-31T00:00:00.000Z,Listed for rent,2026-08-27T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65 Swayze Rhys Ln, Cabot, AR 72023",65 Swayze Rhys Ln,,3,1633,,1700,21,https://www.zillow.com/homedetails/65-Swayze-Rhys-Ln-Cabot-AR-72023/2052994194_zpid/,,213925,2026-08-13T00:00:00.000Z,Listed for rent,2024-05-01T00:00:00.000Z,Sold,2024-04-05T00:00:00.000Z,Contingent,2024-02-09T00:00:00.000Z,Price change,2024-02-01T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6006 Hoover St, Maumelle, AR 72113",6006 Hoover St,,2,1450,,1595,6,https://www.zillow.com/homedetails/6006-Hoover-St-Maumelle-AR-72113/2062966797_zpid/,,,2026-08-28T00:00:00.000Z,Listed for rent,2022-09-28T00:00:00.000Z,Listing removed,2022-09-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2400 SW Ednruance Way #2, Maumelle, AR 72113",2400 SW Ednruance Way #2,,3,1200,,2125,73,https://www.zillow.com/homedetails/2400-SW-Ednruance-Way-2-Maumelle-AR-72113/463401793_zpid/,,,2026-06-23T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4340 Sloan Dr, Alexander, AR 72002",4340 Sloan Dr,,4,1850,,2140,40,https://www.zillow.com/homedetails/4340-Sloan-Dr-Alexander-AR-72002/442183331_zpid/,,267480,2026-08-09T00:00:00.000Z,Listed for rent,2026-07-28T00:00:00.000Z,Listing removed,2026-07-25T00:00:00.000Z,Listed for rent,2026-07-08T00:00:00.000Z,Listing removed,2026-06-20T00:00:00.000Z,Listed for rent,2025-08-06T00:00:00.000Z,Listing removed,2025-07-11T00:00:00.000Z,Listed for rent,2025-03-25T00:00:00.000Z,Sold,2025-02-10T00:00:00.000Z,Contingent,2025-01-17T00:00:00.000Z,Price change,2025-01-16T00:00:00.000Z,Price change,2024-10-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60 Leruss Blvd, Cabot, AR 72023",60 Leruss Blvd,,3,1422,,1425,30,https://www.zillow.com/homedetails/60-Leruss-Blvd-Cabot-AR-72023/342062290_zpid/,,203000,2026-08-27T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2024-06-22T00:00:00.000Z,Listing removed,2024-06-15T00:00:00.000Z,Listed for rent,2024-06-11T00:00:00.000Z,Sold,2024-04-10T00:00:00.000Z,Listing removed,2024-04-04T00:00:00.000Z,Price change,2024-03-02T00:00:00.000Z,Price change,2024-02-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2277 Sam Tillery Dr, Alexander, AR 72002",2277 Sam Tillery Dr,,4,1439,,1795,7,https://www.zillow.com/homedetails/2277-Sam-Tillery-Dr-Alexander-AR-72002/462316857_zpid/,,222900,2026-08-27T00:00:00.000Z,Listed for rent,2026-08-25T00:00:00.000Z,Sold,2026-05-12T00:00:00.000Z,Listing removed,2026-05-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
