listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"17 Tahoe Ct, Cabot, AR 72023",17 Tahoe Ct,FOR_RENT,3,,1650,1650,20,https://www.zillow.com/homedetails/17-Tahoe-Ct-Cabot-AR-72023/99406119_zpid/,/homedetails/17-Tahoe-Ct-Cabot-AR-72023/99406119_zpid/,240000,2026-08-03T00:00:00.000Z,Listed for rent,2024-12-16T00:00:00.000Z,Sold,2024-11-21T00:00:00.000Z,Contingent,2024-11-14T00:00:00.000Z,Price change,2024-11-04T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Price change,2024-10-03T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Price change,2024-09-19T00:00:00.000Z,Price change,2024-09-13T00:00:00.000Z,Listing removed,2024-09-10T00:00:00.000Z,Price change,2024-08-28T00:00:00.000Z,Listed for sale,2024-07-24T00:00:00.000Z,Listed for rent,2024-07-24T00:00:00.000Z,Listing removed,2024-07-15T00:00:00.000Z,Price change,2024-07-08T00:00:00.000Z,Listed for sale,2023-09-25T00:00:00.000Z,Sold,2023-05-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,
"110 Vienne Pl, Maumelle, AR 72113",110 Vienne Pl,FOR_RENT,3,1553,1850,1850,1,https://www.zillow.com/homedetails/110-Vienne-Pl-Maumelle-AR-72113/118161409_zpid/,/homedetails/110-Vienne-Pl-Maumelle-AR-72113/118161409_zpid/,180000,2026-08-23T00:00:00.000Z,Listed for rent,2022-07-08T00:00:00.000Z,Listing removed,2022-07-02T00:00:00.000Z,Listed for sale,2019-06-02T00:00:00.000Z,Listing removed,2019-05-13T00:00:00.000Z,Listed for rent,2013-05-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4332 Sloan Dr, Alexander, AR 72002",4332 Sloan Dr,FOR_RENT,4,2112,2255,2255,26,https://www.zillow.com/homedetails/4332-Sloan-Dr-Alexander-AR-72002/464195265_zpid/,/homedetails/4332-Sloan-Dr-Alexander-AR-72002/464195265_zpid/,,2026-08-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"403 Carriage Dr, Benton, AR 72015",403 Carriage Dr,FOR_RENT,3,1400,1675,1675,16,https://www.zillow.com/homedetails/403-Carriage-Dr-Benton-AR-72015/247595015_zpid/,/homedetails/403-Carriage-Dr-Benton-AR-72015/247595015_zpid/,224000,2026-08-07T00:00:00.000Z,Listed for rent,2025-05-01T00:00:00.000Z,Listing removed,2025-04-18T00:00:00.000Z,Listed for rent,2025-04-16T00:00:00.000Z,Sold,2025-03-28T00:00:00.000Z,Contingent,2025-03-25T00:00:00.000Z,Listed for sale,2023-10-13T00:00:00.000Z,Sold,2017-08-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57 Stoneledge Dr, Maumelle, AR 72113",57 Stoneledge Dr,FOR_RENT,4,1961,1950,1950,3,https://www.zillow.com/homedetails/57-Stoneledge-Dr-Maumelle-AR-72113/326028_zpid/,/homedetails/57-Stoneledge-Dr-Maumelle-AR-72113/326028_zpid/,145000,2026-08-21T00:00:00.000Z,Listed for rent,2024-06-09T00:00:00.000Z,Listing removed,2024-05-08T00:00:00.000Z,Listed for rent,2024-04-23T00:00:00.000Z,Sold,2024-04-06T00:00:00.000Z,Listed for sale,2013-09-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148 Kelton Dr, Hensley, AR 72065",148 Kelton Dr,FOR_RENT,4,1907,2200,2200,17,https://www.zillow.com/homedetails/148-Kelton-Dr-Hensley-AR-72065/464384218_zpid/,/homedetails/148-Kelton-Dr-Hensley-AR-72065/464384218_zpid/,,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"106 Wellshire Dr, Kings Mountain, NC 28086",106 Wellshire Dr,FOR_RENT,3,1800,1995,1995,8,https://www.zillow.com/homedetails/106-Wellshire-Dr-Kings-Mountain-NC-28086/338483288_zpid/,/homedetails/106-Wellshire-Dr-Kings-Mountain-NC-28086/338483288_zpid/,297900,2026-08-15T00:00:00.000Z,Listed for rent,2024-07-22T00:00:00.000Z,Listing removed,2024-07-10T00:00:00.000Z,Price change,2024-06-30T00:00:00.000Z,Listed for rent,2024-04-22T00:00:00.000Z,Listing removed,2024-04-22T00:00:00.000Z,Price change,2024-04-09T00:00:00.000Z,Price change,2024-03-30T00:00:00.000Z,Listed for rent,2021-10-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"404 Marcella Dr, Kings Mountain, NC 28086",404 Marcella Dr,FOR_RENT,3,1507,2119,2119,13,https://www.zillow.com/homedetails/404-Marcella-Dr-Kings-Mountain-NC-28086/214091791_zpid/,/homedetails/404-Marcella-Dr-Kings-Mountain-NC-28086/214091791_zpid/,255000,2026-08-18T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for rent,2021-08-17T00:00:00.000Z,Listing removed,2021-08-06T00:00:00.000Z,Price change,2021-07-22T00:00:00.000Z,Listed for rent,2021-06-24T00:00:00.000Z,Sold,2021-06-03T00:00:00.000Z,Pending sale,2021-05-26T00:00:00.000Z,Listed for sale,2016-05-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"538 Belcaro Dr, Kings Mountain, NC 28086",538 Belcaro Dr,FOR_RENT,3,1800,2045,2045,23,https://www.zillow.com/homedetails/538-Belcaro-Dr-Kings-Mountain-NC-28086/339891879_zpid/,/homedetails/538-Belcaro-Dr-Kings-Mountain-NC-28086/339891879_zpid/,,2026-08-18T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2025-08-22T00:00:00.000Z,Listing removed,2025-08-12T00:00:00.000Z,Price change,2025-08-06T00:00:00.000Z,Price change,2025-07-30T00:00:00.000Z,Price change,2025-07-22T00:00:00.000Z,Price change,2025-07-15T00:00:00.000Z,Price change,2025-07-08T00:00:00.000Z,Price change,2025-07-01T00:00:00.000Z,Price change,2025-06-25T00:00:00.000Z,Listed for rent,2025-06-23T00:00:00.000Z,Listing removed,2025-06-17T00:00:00.000Z,Listed for rent,2025-04-17T00:00:00.000Z,Listing removed,2025-04-15T00:00:00.000Z,Price change,2025-03-31T00:00:00.000Z,Listed for rent,2022-08-11T00:00:00.000Z,Listing removed,2022-07-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,
"198 Deauville Dr, Maumelle, AR 72113",198 Deauville Dr,FOR_RENT,4,2210,2195,2195,4,https://www.zillow.com/homedetails/198-Deauville-Dr-Maumelle-AR-72113/328276_zpid/,/homedetails/198-Deauville-Dr-Maumelle-AR-72113/328276_zpid/,102000,2026-08-19T00:00:00.000Z,Listed for rent,2023-06-30T00:00:00.000Z,Listing removed,2023-06-21T00:00:00.000Z,Listed for rent,2022-03-29T00:00:00.000Z,Listing removed,2022-03-02T00:00:00.000Z,Listed for rent,2015-08-28T00:00:00.000Z,Sold,2015-08-24T00:00:00.000Z,Listed for sale,2005-07-12T00:00:00.000Z,Sold,2000-03-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2034 Shelby Rd, Kings Mountain, NC 28086",2034 Shelby Rd,FOR_RENT,3,910,1250,1250,93,https://www.zillow.com/homedetails/2034-Shelby-Rd-Kings-Mountain-NC-28086/93001483_zpid/,/homedetails/2034-Shelby-Rd-Kings-Mountain-NC-28086/93001483_zpid/,,2026-05-23T00:00:00.000Z,Listed for rent,2025-11-06T00:00:00.000Z,Listing removed,2025-10-06T00:00:00.000Z,Listed for rent,2025-06-28T00:00:00.000Z,Listing removed,2025-06-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"723 Lackey St, Kings Mountain, NC 28086",723 Lackey St,FOR_RENT,3,1446,1650,1650,3,https://www.zillow.com/homedetails/723-Lackey-St-Kings-Mountain-NC-28086/464708606_zpid/,/homedetails/723-Lackey-St-Kings-Mountain-NC-28086/464708606_zpid/,,2026-08-21T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"222 18th Ave SE, Hickory, NC 28602",222 18th Ave SE,FOR_RENT,4,1776,2100,2100,8,https://www.zillow.com/homedetails/222-18th-Ave-SE-Hickory-NC-28602/71920382_zpid/,/homedetails/222-18th-Ave-SE-Hickory-NC-28602/71920382_zpid/,149000,2026-08-16T00:00:00.000Z,Listed for rent,2015-09-18T00:00:00.000Z,Listing removed,2015-09-05T00:00:00.000Z,Listed for rent,2014-09-04T00:00:00.000Z,Listing removed,2014-04-18T00:00:00.000Z,Listed for sale,2012-04-06T00:00:00.000Z,Listing removed,2011-09-29T00:00:00.000Z,Listed for sale,2009-10-28T00:00:00.000Z,Sold,2005-08-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"107 Raintree Dr, Kings Mountain, NC 28086",107 Raintree Dr,FOR_RENT,3,1525,1650,1650,0,https://www.zillow.com/homedetails/107-Raintree-Dr-Kings-Mountain-NC-28086/78268824_zpid/,/homedetails/107-Raintree-Dr-Kings-Mountain-NC-28086/78268824_zpid/,78100,2026-08-24T00:00:00.000Z,Listed for rent,2019-01-05T00:00:00.000Z,Listing removed,2019-01-02T00:00:00.000Z,Listed for rent,2014-12-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231 Brinkley Dr, Kings Mountain, NC 28086",231 Brinkley Dr,FOR_RENT,5,2400,2595,2595,38,https://www.zillow.com/homedetails/231-Brinkley-Dr-Kings-Mountain-NC-28086/349365612_zpid/,/homedetails/231-Brinkley-Dr-Kings-Mountain-NC-28086/349365612_zpid/,332000,2026-08-07T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Sold,2026-05-14T00:00:00.000Z,Listed for sale,2026-05-10T00:00:00.000Z,Listing removed,2026-03-03T00:00:00.000Z,Price change,2026-02-05T00:00:00.000Z,Price change,2025-11-06T00:00:00.000Z,Listed for sale,2024-10-25T00:00:00.000Z,Sold,2024-08-21T00:00:00.000Z,Price change,2024-08-14T00:00:00.000Z,Price change,2024-07-09T00:00:00.000Z,Price change,2024-05-07T00:00:00.000Z,Price change,2024-05-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2130 10th St SE, Hickory, NC 28602",2130 10th St SE,FOR_RENT,4,2174,2250,2250,16,https://www.zillow.com/homedetails/2130-10th-St-SE-Hickory-NC-28602/463122074_zpid/,/homedetails/2130-10th-St-SE-Hickory-NC-28602/463122074_zpid/,,2026-08-07T00:00:00.000Z,Listed for rent,2026-07-20T00:00:00.000Z,Listing removed,2026-07-17T00:00:00.000Z,Price change,2026-06-11T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5944 Bakers Point, Hickory, NC 28602",5944 Bakers Point,FOR_RENT,5,3953,3600,3600,5,https://www.zillow.com/homedetails/5944-Bakers-Point-Hickory-NC-28602/98192272_zpid/,/homedetails/5944-Bakers-Point-Hickory-NC-28602/98192272_zpid/,90000,2026-08-18T00:00:00.000Z,Listed for rent,2026-08-13T00:00:00.000Z,Listing removed,2026-07-27T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Price change,2026-04-30T00:00:00.000Z,Listed for sale,2026-03-01T00:00:00.000Z,Listing removed,2025-11-14T00:00:00.000Z,Listed for sale,2024-12-12T00:00:00.000Z,Sold,2024-11-12T00:00:00.000Z,Listed for sale,2022-10-23T00:00:00.000Z,Listing removed,2022-07-25T00:00:00.000Z,Listed for sale,2011-06-20T00:00:00.000Z,Sold,2011-04-15T00:00:00.000Z,Listed for sale,2011-02-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"206 Churchill Dr, Kings Mountain, NC 28086",206 Churchill Dr,FOR_RENT,4,1710,1969,1969,40,https://www.zillow.com/homedetails/206-Churchill-Dr-Kings-Mountain-NC-28086/336757347_zpid/,/homedetails/206-Churchill-Dr-Kings-Mountain-NC-28086/336757347_zpid/,218000,2026-08-18T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2025-08-22T00:00:00.000Z,Listing removed,2025-08-20T00:00:00.000Z,Price change,2025-08-13T00:00:00.000Z,Price change,2025-08-06T00:00:00.000Z,Price change,2025-08-02T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Price change,2025-07-23T00:00:00.000Z,Listed for rent,2025-03-26T00:00:00.000Z,Listing removed,2025-03-26T00:00:00.000Z,Price change,2025-03-19T00:00:00.000Z,Price change,2025-02-26T00:00:00.000Z,Listed for rent,2023-03-17T00:00:00.000Z,Listing removed,2023-03-09T00:00:00.000Z,Price change,2023-03-01T00:00:00.000Z,Price change,2023-01-26T00:00:00.000Z,Price change,2023-01-21T00:00:00.000Z,Price change,2023-01-11T00:00:00.000Z,Listed for rent,2022-11-10T00:00:00.000Z,Sold,2022-10-18T00:00:00.000Z,Pending sale,2020-10-01T00:00:00.000Z,Sold,,,,,,,,
"504 12th Ave NE, Hickory, NC 28601",504 12th Ave NE,FOR_RENT,3,1334,1595,1595,23,https://www.zillow.com/homedetails/504-12th-Ave-NE-Hickory-NC-28601/461605081_zpid/,/homedetails/504-12th-Ave-NE-Hickory-NC-28601/461605081_zpid/,430000,2026-07-31T00:00:00.000Z,Listed for rent,2026-05-29T00:00:00.000Z,Sold,2026-04-10T00:00:00.000Z,Pending sale,2026-04-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1417 17th Ave NE, Hickory, NC 28601",1417 17th Ave NE,FOR_RENT,3,1400,1725,1725,16,https://www.zillow.com/homedetails/1417-17th-Ave-NE-Hickory-NC-28601/71551010_zpid/,/homedetails/1417-17th-Ave-NE-Hickory-NC-28601/71551010_zpid/,99000,2026-08-21T00:00:00.000Z,Price change,2026-08-07T00:00:00.000Z,Listed for rent,2006-11-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2625 Rolling Ridge Dr, Hickory, NC 28602",2625 Rolling Ridge Dr,FOR_RENT,4,3747,3000,3000,5,https://www.zillow.com/homedetails/2625-Rolling-Ridge-Dr-Hickory-NC-28602/71554898_zpid/,/homedetails/2625-Rolling-Ridge-Dr-Hickory-NC-28602/71554898_zpid/,447000,2026-08-18T00:00:00.000Z,Listed for rent,2022-02-22T00:00:00.000Z,Sold,2022-01-02T00:00:00.000Z,Pending sale,2021-12-09T00:00:00.000Z,Listed for sale,2018-12-18T00:00:00.000Z,Listing removed,2018-10-16T00:00:00.000Z,Price change,2018-10-05T00:00:00.000Z,Price change,2018-09-23T00:00:00.000Z,Price change,2018-09-07T00:00:00.000Z,Listed for sale,2012-05-14T00:00:00.000Z,Sold,2012-04-14T00:00:00.000Z,Price change,2012-03-14T00:00:00.000Z,Listed for sale,2011-12-14T00:00:00.000Z,Sold,2011-05-10T00:00:00.000Z,Price change,2011-02-16T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"1423 Mammoth Rd, Hickory, NC 28602",1423 Mammoth Rd,FOR_RENT,4,1927,2195,2195,41,https://www.zillow.com/homedetails/1423-Mammoth-Rd-Hickory-NC-28602/461722831_zpid/,/homedetails/1423-Mammoth-Rd-Hickory-NC-28602/461722831_zpid/,,2026-07-14T00:00:00.000Z,Listed for rent,2026-05-26T00:00:00.000Z,Listing removed,2026-05-19T00:00:00.000Z,Price change,2026-04-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2035 2nd St NW, Hickory, NC 28601",2035 2nd St NW,FOR_RENT,4,2958,3400,3400,5,https://www.zillow.com/homedetails/2035-2nd-St-NW-Hickory-NC-28601/71547887_zpid/,/homedetails/2035-2nd-St-NW-Hickory-NC-28601/71547887_zpid/,525000,2026-08-18T00:00:00.000Z,Listed for rent,2025-01-07T00:00:00.000Z,Sold,2018-06-20T00:00:00.000Z,Sold,2018-05-14T00:00:00.000Z,Pending sale,2017-08-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1936 Eigth St, Hickory, NC 28602",1936 Eigth St,FOR_RENT,3,1695,1795,1795,60,https://www.zillow.com/homedetails/1936-Eigth-St-Hickory-NC-28602/2052991619_zpid/,/homedetails/1936-Eigth-St-Hickory-NC-28602/2052991619_zpid/,,2026-08-14T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Price change,2026-06-24T00:00:00.000Z,Listed for rent,2024-03-28T00:00:00.000Z,Listing removed,2024-03-18T00:00:00.000Z,Price change,2024-03-05T00:00:00.000Z,Price change,2024-02-22T00:00:00.000Z,Price change,2024-02-21T00:00:00.000Z,Price change,2024-02-01T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1533 S Battleground Ave, Kings Mountain, NC 28086",1533 S Battleground Ave,FOR_RENT,3,1320,1900,1900,16,https://www.zillow.com/homedetails/1533-S-Battleground-Ave-Kings-Mountain-NC-28086/464400646_zpid/,/homedetails/1533-S-Battleground-Ave-Kings-Mountain-NC-28086/464400646_zpid/,,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"512 12th Ave NE, Hickory, NC 28601",512 12th Ave NE,FOR_RENT,3,1334,1595,1595,41,https://www.zillow.com/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/,/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"755 2nd Ave SW, Hickory, NC 28602",755 2nd Ave SW,FOR_RENT,6,2779,3650,3650,46,https://www.zillow.com/homedetails/755-2nd-Ave-SW-Hickory-NC-28602/71962373_zpid/,/homedetails/755-2nd-Ave-SW-Hickory-NC-28602/71962373_zpid/,200000,2026-07-08T00:00:00.000Z,Listed for rent,2023-10-20T00:00:00.000Z,Sold,2010-10-28T00:00:00.000Z,Sold,2010-09-02T00:00:00.000Z,Price change,2010-05-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"667 13th Avenue Dr NE, Hickory, NC 28601",667 13th Avenue Dr NE,FOR_RENT,4,2174,2355,2355,40,https://www.zillow.com/homedetails/667-13th-Avenue-Dr-NE-Hickory-NC-28601/461540370_zpid/,/homedetails/667-13th-Avenue-Dr-NE-Hickory-NC-28601/461540370_zpid/,,2026-07-14T00:00:00.000Z,Listed for rent,2026-05-18T00:00:00.000Z,Listing removed,2026-04-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2781 19th Ave NE, Hickory, NC 28601",2781 19th Ave NE,FOR_RENT,3,2500,2200,2200,6,https://www.zillow.com/homedetails/2781-19th-Ave-NE-Hickory-NC-28601/71935770_zpid/,/homedetails/2781-19th-Ave-NE-Hickory-NC-28601/71935770_zpid/,,2026-08-17T00:00:00.000Z,Listed for rent,2025-10-14T00:00:00.000Z,Listing removed,2025-09-27T00:00:00.000Z,Price change,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-13T00:00:00.000Z,Listing removed,2025-07-10T00:00:00.000Z,Listed for rent,2025-06-29T00:00:00.000Z,Listing removed,2025-05-31T00:00:00.000Z,Price change,2025-05-27T00:00:00.000Z,Price change,2025-05-10T00:00:00.000Z,Price change,2025-04-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12239 Skyview Dr, Bauxite, AR 72011",12239 Skyview Dr,FOR_RENT,4,1600,1600,1600,75,https://www.zillow.com/homedetails/12239-Skyview-Dr-Bauxite-AR-72011/71715798_zpid/,/homedetails/12239-Skyview-Dr-Bauxite-AR-72011/71715798_zpid/,135000,2026-08-11T00:00:00.000Z,Price change,2026-07-30T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for rent,2024-05-15T00:00:00.000Z,Sold,2021-02-06T00:00:00.000Z,Sold,2020-10-27T00:00:00.000Z,Price change,2020-09-10T00:00:00.000Z,Listed for sale,2008-07-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1339 37th Avenue Ln NE, Hickory, NC 28601",1339 37th Avenue Ln NE,FOR_RENT,4,1613,2100,2100,31,https://www.zillow.com/homedetails/1339-37th-Avenue-Ln-NE-Hickory-NC-28601/443216841_zpid/,/homedetails/1339-37th-Avenue-Ln-NE-Hickory-NC-28601/443216841_zpid/,,2026-08-17T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for rent,2026-02-11T00:00:00.000Z,Listing removed,2026-01-28T00:00:00.000Z,Price change,2026-01-21T00:00:00.000Z,Price change,2026-01-13T00:00:00.000Z,Price change,2025-11-03T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,2025-06-24T00:00:00.000Z,Listed for sale,2025-03-30T00:00:00.000Z,Listing removed,2024-12-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"115 Beckett Mountain Rd, Mount Vernon, AR 72111",115 Beckett Mountain Rd,FOR_RENT,3,2619,2500,2500,32,https://www.zillow.com/homedetails/115-Beckett-Mountain-Rd-Mount-Vernon-AR-72111/305852421_zpid/,/homedetails/115-Beckett-Mountain-Rd-Mount-Vernon-AR-72111/305852421_zpid/,129000,2026-07-22T00:00:00.000Z,Listed for rent,2006-01-09T00:00:00.000Z,Sold,2005-10-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37 Saint John St, Cabot, AR 72023",37 Saint John St,FOR_RENT,3,1188,1350,1350,54,https://www.zillow.com/homedetails/37-Saint-John-St-Cabot-AR-72023/253499_zpid/,/homedetails/37-Saint-John-St-Cabot-AR-72023/253499_zpid/,81500,2026-03-31T00:00:00.000Z,Listed for rent,2026-03-26T00:00:00.000Z,Sold,2026-03-19T00:00:00.000Z,Contingent,2026-03-14T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-01-28T00:00:00.000Z,Listed for sale,2016-05-26T00:00:00.000Z,Sold,2016-04-08T00:00:00.000Z,Listed for sale,2013-05-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"765 8th Avenue Dr SE, Hickory, NC 28602",765 8th Avenue Dr SE,FOR_RENT,3,1463,1750,1750,62,https://www.zillow.com/homedetails/765-8th-Avenue-Dr-SE-Hickory-NC-28602/71963561_zpid/,/homedetails/765-8th-Avenue-Dr-SE-Hickory-NC-28602/71963561_zpid/,110000,2026-08-20T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Listed for rent,2023-05-15T00:00:00.000Z,Listing removed,2023-04-28T00:00:00.000Z,Price change,2023-04-07T00:00:00.000Z,Listed for rent,2023-01-25T00:00:00.000Z,Sold,2013-09-03T00:00:00.000Z,Sold,2006-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48 Dunnaway Dr, Austin, AR 72007",48 Dunnaway Dr,OTHER,3,1422,0,0,68,https://www.zillow.com/homedetails/48-Dunnaway-Dr-Austin-AR-72007/2061250796_zpid/,/homedetails/48-Dunnaway-Dr-Austin-AR-72007/2061250796_zpid/,,2026-07-31T00:00:00.000Z,Listing removed,2026-07-23T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Listed for rent,2024-07-26T00:00:00.000Z,Listing removed,2024-07-23T00:00:00.000Z,Listed for rent,2023-03-09T00:00:00.000Z,Listing removed,2023-03-03T00:00:00.000Z,Price change,2023-02-28T00:00:00.000Z,Price change,2023-02-06T00:00:00.000Z,Listed for rent,2022-12-17T00:00:00.000Z,Listing removed,2022-11-30T00:00:00.000Z,Price change,2022-11-04T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1504 McCurdy, Benton, AR 72019",1504 McCurdy,FOR_RENT,4,1725,1750,1750,13,https://www.zillow.com/homedetails/1504-McCurdy-Benton-AR-72019/388159_zpid/,/homedetails/1504-McCurdy-Benton-AR-72019/388159_zpid/,21500,2026-08-23T00:00:00.000Z,Price change,2026-08-15T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for rent,2022-12-09T00:00:00.000Z,Listing removed,2022-12-05T00:00:00.000Z,Listed for rent,2017-02-06T00:00:00.000Z,Listing removed,2017-01-19T00:00:00.000Z,Listed for rent,2015-11-02T00:00:00.000Z,Listing removed,2015-10-14T00:00:00.000Z,Listed for sale,2015-09-10T00:00:00.000Z,Listing removed,2015-08-31T00:00:00.000Z,Listed for sale,2015-02-17T00:00:00.000Z,Sold,2014-03-05T00:00:00.000Z,Sold,2013-07-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
