listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"2225 Redwood, Benton, AR 72015",2225 Redwood,FOR_RENT,3,1758,1850,1850,83,https://www.zillow.com/homedetails/2225-Redwood-Benton-AR-72015/52934068_zpid/,/homedetails/2225-Redwood-Benton-AR-72015/52934068_zpid/,132000,2026-08-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-06-01T00:00:00.000Z,Listed for rent,2025-05-31T00:00:00.000Z,Listing removed,2025-05-17T00:00:00.000Z,Listed for rent,2025-05-16T00:00:00.000Z,Listing removed,2025-04-17T00:00:00.000Z,Listed for rent,2025-04-16T00:00:00.000Z,Listing removed,2024-10-29T00:00:00.000Z,Listed for rent,2023-07-19T00:00:00.000Z,Listing removed,2023-06-20T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Listing removed,2022-02-12T00:00:00.000Z,Listed for rent,2020-08-15T00:00:00.000Z,Listing removed,2020-08-04T00:00:00.000Z,Listed for rent,2019-06-13T00:00:00.000Z,Listing removed,2019-06-04T00:00:00.000Z,Listed for rent,2018-10-16T00:00:00.000Z,Listing removed,2018-08-10T00:00:00.000Z,Price change,2018-08-07T00:00:00.000Z,Listed for rent,2015-07-18T00:00:00.000Z,Listing removed,2015-06-11T00:00:00.000Z,Listed for rent,2014-04-25T00:00:00.000Z,Listing removed,2014-02-22T00:00:00.000Z,Price change,2014-01-21T00:00:00.000Z,Listed for rent,2013-10-18T00:00:00.000Z,Sold,2011-11-01T00:00:00.000Z,Sold,2009-01-13T00:00:00.000Z,Sold
"18 Kimberly Dr, Vilonia, AR 72173",18 Kimberly Dr,FOR_RENT,3,1954,1995,1995,2,https://www.zillow.com/homedetails/18-Kimberly-Dr-Vilonia-AR-72173/245526_zpid/,/homedetails/18-Kimberly-Dr-Vilonia-AR-72173/245526_zpid/,270000,2026-05-04T00:00:00.000Z,Listed for rent,2026-01-05T00:00:00.000Z,Sold,2025-11-20T00:00:00.000Z,Listed for sale,2025-11-20T00:00:00.000Z,Listing removed,2025-09-18T00:00:00.000Z,Listed for sale,2015-07-09T00:00:00.000Z,Sold,2000-03-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1219 N Parker Haskell St, Benton, AR 72015",1219 N Parker Haskell St,FOR_RENT,3,1680,1500,1500,45,https://www.zillow.com/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,35564,2026-08-06T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2025-12-12T00:00:00.000Z,Listing removed,2025-11-20T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Listing removed,2025-05-04T00:00:00.000Z,Listing removed,2025-04-22T00:00:00.000Z,Price change,2025-04-13T00:00:00.000Z,Listed for rent,2025-03-03T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Price change,2025-02-02T00:00:00.000Z,Listed for sale,2023-09-17T00:00:00.000Z,Listing removed,2023-09-03T00:00:00.000Z,Listed for rent,2023-08-29T00:00:00.000Z,Listing removed,2023-06-16T00:00:00.000Z,Listed for sale,2023-04-17T00:00:00.000Z,Listing removed,2023-03-05T00:00:00.000Z,Price change,2023-02-01T00:00:00.000Z,Listed for sale,2022-05-23T00:00:00.000Z,Listing removed,2022-04-30T00:00:00.000Z,Listed for sale,2022-04-28T00:00:00.000Z,Contingent,2022-04-27T00:00:00.000Z,Price change,2022-03-26T00:00:00.000Z,Listed for sale,2016-02-18T00:00:00.000Z,Sold,2016-01-11T00:00:00.000Z,Listed for sale,2015-09-02T00:00:00.000Z,Sold,2009-08-13T00:00:00.000Z,Sold,2008-05-06T00:00:00.000Z,Sold
"5 Weatherwood Dr, Greenbrier, AR 72058",5 Weatherwood Dr,FOR_RENT,3,1547,1600,1600,46,https://www.zillow.com/homedetails/5-Weatherwood-Dr-Greenbrier-AR-72058/102993946_zpid/,/homedetails/5-Weatherwood-Dr-Greenbrier-AR-72058/102993946_zpid/,154000,2026-07-09T00:00:00.000Z,Listed for rent,2022-10-04T00:00:00.000Z,Listing removed,2022-09-19T00:00:00.000Z,Listed for rent,2022-09-16T00:00:00.000Z,Listed for sale,2008-04-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"600 S Davis St, Conway, AR 72034",600 S Davis St,FOR_RENT,3,1728,1525,1525,62,https://www.zillow.com/homedetails/600-S-Davis-St-Conway-AR-72034/235022_zpid/,/homedetails/600-S-Davis-St-Conway-AR-72034/235022_zpid/,108500,2026-07-20T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Listed for rent,2022-10-20T00:00:00.000Z,Listing removed,2022-10-11T00:00:00.000Z,Price change,2022-09-22T00:00:00.000Z,Listed for rent,2017-06-15T00:00:00.000Z,Sold,2017-05-06T00:00:00.000Z,Listed for sale,2015-04-17T00:00:00.000Z,Sold,2005-07-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"916 Desoto Pl, Benton, AR 72015",916 Desoto Pl,FOR_RENT,3,912,1150,1150,9,https://www.zillow.com/homedetails/916-Desoto-Pl-Benton-AR-72015/382883_zpid/,/homedetails/916-Desoto-Pl-Benton-AR-72015/382883_zpid/,210000,2026-08-14T00:00:00.000Z,Listed for rent,2025-01-28T00:00:00.000Z,Listing removed,2025-01-21T00:00:00.000Z,Price change,2024-12-10T00:00:00.000Z,Listed for rent,2023-12-16T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2022-10-11T00:00:00.000Z,Listing removed,2022-08-23T00:00:00.000Z,Listed for rent,2022-04-13T00:00:00.000Z,Listing removed,2022-04-06T00:00:00.000Z,Listed for rent,2022-03-26T00:00:00.000Z,Listing removed,2022-02-28T00:00:00.000Z,Price change,2022-02-11T00:00:00.000Z,Price change,2022-01-31T00:00:00.000Z,Listed for rent,2021-08-06T00:00:00.000Z,Sold,2016-07-27T00:00:00.000Z,Sold,2016-02-24T00:00:00.000Z,Listed for sale,2016-01-22T00:00:00.000Z,Listing removed,2016-01-19T00:00:00.000Z,Listed for sale,2009-08-28T00:00:00.000Z,Listing removed,2009-02-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"1619 Leawood Dr, Benton, AR 72019",1619 Leawood Dr,FOR_RENT,3,1624,1675,1675,3,https://www.zillow.com/homedetails/1619-Leawood-Dr-Benton-AR-72019/384404_zpid/,/homedetails/1619-Leawood-Dr-Benton-AR-72019/384404_zpid/,122500,2026-08-20T00:00:00.000Z,Listed for rent,2025-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2912 Highway 319 W, Austin, AR 72007",2912 Highway 319 W,FOR_RENT,3,1992,1695,1695,284,https://www.zillow.com/homedetails/2912-Highway-319-W-Austin-AR-72007/249702_zpid/,/homedetails/2912-Highway-319-W-Austin-AR-72007/249702_zpid/,640000,2026-08-19T00:00:00.000Z,Price change,2026-07-25T00:00:00.000Z,Price change,2026-05-29T00:00:00.000Z,Price change,2026-03-06T00:00:00.000Z,Price change,2026-02-18T00:00:00.000Z,Price change,2026-02-03T00:00:00.000Z,Price change,2025-11-12T00:00:00.000Z,Listed for rent,2013-09-27T00:00:00.000Z,Sold,1991-10-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,FOR_RENT,3,1268,1345,1345,17,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,155000,2026-08-06T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-10T00:00:00.000Z,Sold,2022-01-31T00:00:00.000Z,Listed for sale,2019-09-20T00:00:00.000Z,Sold,2019-09-11T00:00:00.000Z,Listed for sale,2019-08-26T00:00:00.000Z,Pending sale,2019-08-13T00:00:00.000Z,Price change,2019-05-31T00:00:00.000Z,Price change,2019-03-17T00:00:00.000Z,Listed for sale,2017-02-23T00:00:00.000Z,Listing removed,2017-01-02T00:00:00.000Z,Price change,2016-07-05T00:00:00.000Z,Listed for sale,2016-06-27T00:00:00.000Z,Sold,2015-11-21T00:00:00.000Z,Listed for sale,2014-09-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"1961 Auburn Hills Dr, Benton, AR 72015",1961 Auburn Hills Dr,FOR_RENT,3,1470,1850,1850,20,https://www.zillow.com/homedetails/1961-Auburn-Hills-Dr-Benton-AR-72015/2061982521_zpid/,/homedetails/1961-Auburn-Hills-Dr-Benton-AR-72015/2061982521_zpid/,210000,2026-08-04T00:00:00.000Z,Sold,2026-08-04T00:00:00.000Z,Listed for rent,2026-08-04T00:00:00.000Z,Contingent,2026-06-22T00:00:00.000Z,Price change,2026-05-30T00:00:00.000Z,Price change,2026-05-06T00:00:00.000Z,Price change,2026-04-27T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-28T00:00:00.000Z,Listed for sale,2022-12-16T00:00:00.000Z,Sold,2022-11-18T00:00:00.000Z,Contingent,2022-11-11T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change,2022-08-23T00:00:00.000Z,Price change,2022-08-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,
"213 Pope Dr, Benton, AR 72015",213 Pope Dr,FOR_RENT,4,1727,1600,1600,2,https://www.zillow.com/homedetails/213-Pope-Dr-Benton-AR-72015/2059518991_zpid/,/homedetails/213-Pope-Dr-Benton-AR-72015/2059518991_zpid/,,2026-08-21T00:00:00.000Z,Listed for rent,2023-02-11T00:00:00.000Z,Listing removed,2023-02-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2555 Winchester Dr, Conway, AR 72032",2555 Winchester Dr,FOR_RENT,3,1104,1375,1375,69,https://www.zillow.com/homedetails/2555-Winchester-Dr-Conway-AR-72032/239881_zpid/,/homedetails/2555-Winchester-Dr-Conway-AR-72032/239881_zpid/,180000,2026-08-12T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-01T00:00:00.000Z,Price change,2026-06-15T00:00:00.000Z,Listed for rent,2026-05-08T00:00:00.000Z,Listing removed,2026-05-01T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for rent,2025-04-07T00:00:00.000Z,Sold,2025-03-08T00:00:00.000Z,Contingent,2025-03-05T00:00:00.000Z,Listed for sale,2025-02-26T00:00:00.000Z,Listing removed,2025-01-08T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-11-02T00:00:00.000Z,Listed for rent,2024-10-26T00:00:00.000Z,Listing removed,2024-10-14T00:00:00.000Z,Price change,2024-09-18T00:00:00.000Z,Price change,2024-09-03T00:00:00.000Z,Listed for rent,2015-06-12T00:00:00.000Z,Sold,1996-09-18T00:00:00.000Z,Sold,1994-12-02T00:00:00.000Z,Sold,,,,,,,,,,,,
"104 S Shady Ln, Benton, AR 72015",104 S Shady Ln,FOR_RENT,4,1550,1550,1550,5,https://www.zillow.com/homedetails/104-S-Shady-Ln-Benton-AR-72015/2061680659_zpid/,/homedetails/104-S-Shady-Ln-Benton-AR-72015/2061680659_zpid/,,2026-08-18T00:00:00.000Z,Listed for rent,2025-06-25T00:00:00.000Z,Listing removed,2025-06-12T00:00:00.000Z,Listed for rent,2022-09-15T00:00:00.000Z,Listing removed,2022-09-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5719 Heritage Heights Dr, Benton, AR 72019",5719 Heritage Heights Dr,FOR_RENT,4,1650,1800,1800,9,https://www.zillow.com/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,22000,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-01T00:00:00.000Z,Listing removed,2025-03-06T00:00:00.000Z,Listed for rent,2023-10-30T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2022-10-27T00:00:00.000Z,Listing removed,2022-09-26T00:00:00.000Z,Price change,2022-08-22T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-08-04T00:00:00.000Z,Listing removed,2018-07-30T00:00:00.000Z,Listed for rent,2017-02-19T00:00:00.000Z,Listing removed,2017-02-06T00:00:00.000Z,Listed for rent,2016-10-28T00:00:00.000Z,Listing removed,2014-04-08T00:00:00.000Z,Listing removed,2014-03-29T00:00:00.000Z,Listed for rent,2013-01-05T00:00:00.000Z,Listing removed,2012-10-26T00:00:00.000Z,Listed for sale,2012-10-26T00:00:00.000Z,Listing removed,2012-10-07T00:00:00.000Z,Listed for rent,2010-03-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,
"5813 Heritage Heights Dr, Benton, AR 72019",5813 Heritage Heights Dr,FOR_RENT,4,1792,1745,1745,80,https://www.zillow.com/homedetails/5813-Heritage-Heights-Dr-Benton-AR-72019/71715692_zpid/,/homedetails/5813-Heritage-Heights-Dr-Benton-AR-72019/71715692_zpid/,199000,2026-08-12T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-07-15T00:00:00.000Z,Price change,2026-06-04T00:00:00.000Z,Listed for rent,2024-04-06T00:00:00.000Z,Listing removed,2024-03-28T00:00:00.000Z,Listed for rent,2023-07-05T00:00:00.000Z,Listing removed,2023-06-23T00:00:00.000Z,Listed for rent,2022-05-23T00:00:00.000Z,Listing removed,2022-05-17T00:00:00.000Z,Listed for rent,2022-02-23T00:00:00.000Z,Listing removed,2022-02-04T00:00:00.000Z,Price change,2021-12-21T00:00:00.000Z,Listed for rent,2021-11-17T00:00:00.000Z,Sold,2021-11-12T00:00:00.000Z,Contingent,2021-10-13T00:00:00.000Z,Listed for sale,2016-02-17T00:00:00.000Z,Sold,2014-10-06T00:00:00.000Z,Listing removed,2014-07-21T00:00:00.000Z,Price change,2013-10-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,
"721 S Richards, Benton, AR 72015",721 S Richards,FOR_RENT,3,1544,1650,1650,9,https://www.zillow.com/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,29900,2026-08-14T00:00:00.000Z,Listed for rent,2026-08-07T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-07-09T00:00:00.000Z,Contingent,2023-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3915 Ledbetter Dr, Conway, AR 72034",3915 Ledbetter Dr,FOR_RENT,3,1052,1100,1100,228,https://www.zillow.com/homedetails/3915-Ledbetter-Dr-Conway-AR-72034/242880_zpid/,/homedetails/3915-Ledbetter-Dr-Conway-AR-72034/242880_zpid/,134000,2026-01-14T00:00:00.000Z,Listed for rent,2026-01-14T00:00:00.000Z,Listing removed,2026-01-08T00:00:00.000Z,Listed for rent,2024-12-09T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Price change,2024-08-16T00:00:00.000Z,Listed for rent,2024-02-29T00:00:00.000Z,Listing removed,2024-02-16T00:00:00.000Z,Price change,2024-01-08T00:00:00.000Z,Listed for rent,2023-02-08T00:00:00.000Z,Listing removed,2023-01-25T00:00:00.000Z,Price change,2022-11-23T00:00:00.000Z,Listed for rent,2022-11-14T00:00:00.000Z,Sold,2022-10-13T00:00:00.000Z,Contingent,2022-10-09T00:00:00.000Z,Listed for sale,2015-07-17T00:00:00.000Z,Sold,2002-05-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"3153 Stonewall Dr, Benton, AR 72015",3153 Stonewall Dr,FOR_RENT,3,2104,2099,2099,102,https://www.zillow.com/homedetails/3153-Stonewall-Dr-Benton-AR-72015/92431831_zpid/,/homedetails/3153-Stonewall-Dr-Benton-AR-72015/92431831_zpid/,420000,2026-06-17T00:00:00.000Z,Price change,2026-05-13T00:00:00.000Z,Listed for rent,2026-02-02T00:00:00.000Z,Listing removed,2025-11-17T00:00:00.000Z,Listed for rent,2023-06-16T00:00:00.000Z,Listing removed,2023-05-24T00:00:00.000Z,Listed for rent,2008-10-03T00:00:00.000Z,Sold,2007-07-18T00:00:00.000Z,Sold,2007-03-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"921 Banner St, Benton, AR 72015",921 Banner St,FOR_RENT,3,1375,1600,1600,70,https://www.zillow.com/homedetails/921-Banner-St-Benton-AR-72015/384140_zpid/,/homedetails/921-Banner-St-Benton-AR-72015/384140_zpid/,16500,2026-06-14T00:00:00.000Z,Listed for rent,2025-12-10T00:00:00.000Z,Listing removed,2025-11-09T00:00:00.000Z,Price change,2025-09-26T00:00:00.000Z,Listed for rent,2025-06-24T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-06-09T00:00:00.000Z,Listing removed,2025-03-26T00:00:00.000Z,Listed for sale,2024-01-31T00:00:00.000Z,Sold,2023-03-30T00:00:00.000Z,Sold,2005-10-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14025 Cottontail Ln, Alexander, AR 72002",14025 Cottontail Ln,FOR_RENT,3,1224,1595,1595,338,https://www.zillow.com/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/,/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/,120000,2026-06-24T00:00:00.000Z,Listing removed,2026-02-15T00:00:00.000Z,Listed for sale,2025-09-20T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Sold,2022-04-20T00:00:00.000Z,Sold,2005-05-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"918 Cedar Haskell St, Haskell, AR 72015",918 Cedar Haskell St,FOR_RENT,3,1088,1150,1150,4,https://www.zillow.com/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140 Kelton Dr, Hensley, AR 72065",140 Kelton Dr,FOR_RENT,3,1958,2200,2200,17,https://www.zillow.com/homedetails/140-Kelton-Dr-Hensley-AR-72065/464384274_zpid/,/homedetails/140-Kelton-Dr-Hensley-AR-72065/464384274_zpid/,,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4521 Western Woods Dr, Benton, AR 72015",4521 Western Woods Dr,FOR_RENT,4,1843,1895,1895,60,https://www.zillow.com/homedetails/4521-Western-Woods-Dr-Benton-AR-72015/2057974580_zpid/,/homedetails/4521-Western-Woods-Dr-Benton-AR-72015/2057974580_zpid/,313100,2026-08-13T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,2023-05-03T00:00:00.000Z,Listing removed,2023-04-24T00:00:00.000Z,Price change,2023-04-22T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3153 Sage Grass Ln, Alexander, AR 72002",3153 Sage Grass Ln,FOR_RENT,4,1690,1875,1875,2,https://www.zillow.com/homedetails/3153-Sage-Grass-Ln-Alexander-AR-72002/247595532_zpid/,/homedetails/3153-Sage-Grass-Ln-Alexander-AR-72002/247595532_zpid/,160295,2026-08-21T00:00:00.000Z,Listed for rent,2018-01-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"127 Rachel Cv, Haskell, AR 72015",127 Rachel Cv,FOR_RENT,3,1456,1200,1200,44,https://www.zillow.com/homedetails/127-Rachel-Cv-Haskell-AR-72015/92428814_zpid/,/homedetails/127-Rachel-Cv-Haskell-AR-72015/92428814_zpid/,,2026-07-10T00:00:00.000Z,Listed for rent,2025-01-29T00:00:00.000Z,Listing removed,2025-01-07T00:00:00.000Z,Listed for rent,2024-12-13T00:00:00.000Z,Listing removed,2024-10-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102 Southwind Cv, Benton, AR 72015",102 Southwind Cv,FOR_RENT,4,1727,1825,1825,6,https://www.zillow.com/homedetails/102-Southwind-Cv-Benton-AR-72015/2058491277_zpid/,/homedetails/102-Southwind-Cv-Benton-AR-72015/2058491277_zpid/,,2026-08-17T00:00:00.000Z,Listed for rent,2026-02-07T00:00:00.000Z,Listing removed,2026-01-31T00:00:00.000Z,Listed for rent,2025-12-12T00:00:00.000Z,Listing removed,2025-12-01T00:00:00.000Z,Listed for rent,2023-04-07T00:00:00.000Z,Listing removed,2023-03-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"153 Harwill, Hensley, AR 72065",153 Harwill,FOR_RENT,4,2359,2500,2500,13,https://www.zillow.com/homedetails/153-Harwill-Hensley-AR-72065/2082362397_zpid/,/homedetails/153-Harwill-Hensley-AR-72065/2082362397_zpid/,,2026-08-10T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-30T00:00:00.000Z,Listing removed,2025-06-09T00:00:00.000Z,Listed for rent,2019-11-13T00:00:00.000Z,Listing removed,2019-10-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2517 Garden Dr, Benton, AR 72015",2517 Garden Dr,FOR_RENT,3,1685,1850,1850,12,https://www.zillow.com/homedetails/2517-Garden-Dr-Benton-AR-72015/348624677_zpid/,/homedetails/2517-Garden-Dr-Benton-AR-72015/348624677_zpid/,,2026-08-11T00:00:00.000Z,Listed for rent,2024-05-09T00:00:00.000Z,Listing removed,2024-04-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2557 Garden Dr, Benton, AR 72015",2557 Garden Dr,FOR_RENT,3,1606,1850,1850,12,https://www.zillow.com/homedetails/2557-Garden-Dr-Benton-AR-72015/350936993_zpid/,/homedetails/2557-Garden-Dr-Benton-AR-72015/350936993_zpid/,,2026-08-11T00:00:00.000Z,Listed for rent,2025-01-21T00:00:00.000Z,Listing removed,2025-01-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1116 Kenwood Cv, Bryant, AR 72022",1116 Kenwood Cv,FOR_RENT,4,1931,2100,2100,3,https://www.zillow.com/homedetails/1116-Kenwood-Cv-Bryant-AR-72022/52934559_zpid/,/homedetails/1116-Kenwood-Cv-Bryant-AR-72022/52934559_zpid/,120000,2026-08-20T00:00:00.000Z,Listed for rent,2025-07-26T00:00:00.000Z,Listing removed,2025-07-22T00:00:00.000Z,Listed for rent,2024-01-18T00:00:00.000Z,Listing removed,2023-10-26T00:00:00.000Z,Listed for rent,2022-06-08T00:00:00.000Z,Listing removed,2022-06-02T00:00:00.000Z,Listed for rent,2022-05-25T00:00:00.000Z,Listing removed,2022-04-09T00:00:00.000Z,Listed for rent,2022-03-31T00:00:00.000Z,Listing removed,2022-02-09T00:00:00.000Z,Price change,2022-01-28T00:00:00.000Z,Listed for rent,2019-06-16T00:00:00.000Z,Listing removed,2019-05-09T00:00:00.000Z,Price change,2019-01-11T00:00:00.000Z,Listed for rent,2011-10-13T00:00:00.000Z,Listing removed,2011-08-06T00:00:00.000Z,Listed for rent,2001-12-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"1007 Norwich Dr, Benton, AR 72019",1007 Norwich Dr,FOR_RENT,3,1749,1750,1750,4,https://www.zillow.com/homedetails/1007-Norwich-Dr-Benton-AR-72019/383704_zpid/,/homedetails/1007-Norwich-Dr-Benton-AR-72019/383704_zpid/,218500,2026-08-19T00:00:00.000Z,Listed for rent,2022-05-05T00:00:00.000Z,Sold,2022-04-06T00:00:00.000Z,Contingent,2022-04-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
